"fkl010h0_ANT","fkl010h0_BAS","fkl010h0_DAV","fkl010h0_DOL","fkl010h0_GVE","fkl010h0_INT","fkl010h0_LUG","fkl010h0_SIO","fkl010h0_STG","fkl010h0_ZER","fkl010h3_ANT","fkl010h3_BAS","fkl010h3_DAV","fkl010h3_DOL","fkl010h3_GVE","fkl010h3_INT","fkl010h3_LUG","fkl010h3_SIO","fkl010h3_STG","fkl010h3_ZER","gre000h0_ANT","gre000h0_BAS","gre000h0_DAV","gre000h0_DOL","gre000h0_GVE","gre000h0_INT","gre000h0_LUG","gre000h0_SIO","gre000h0_STG","gre000h0_ZER","pp0qffh0_BAS","pp0qffh0_GVE","pp0qffh0_INT","pp0qffh0_LUG","pp0qffh0_SIO","prestah0_ANT","prestah0_BAS","prestah0_DAV","prestah0_DOL","prestah0_GVE","prestah0_INT","prestah0_LUG","prestah0_SIO","prestah0_STG","prestah0_ZER","rre150h0_ANT","rre150h0_BAS","rre150h0_DAV","rre150h0_DOL","rre150h0_GVE","rre150h0_INT","rre150h0_LUG","rre150h0_SIO","rre150h0_STG","rre150h0_ZER","sre000h0_ANT","sre000h0_BAS","sre000h0_DAV","sre000h0_DOL","sre000h0_GVE","sre000h0_INT","sre000h0_LUG","sre000h0_SIO","sre000h0_STG","sre000h0_ZER","tre200h0_ANT","tre200h0_BAS","tre200h0_DAV","tre200h0_DOL","tre200h0_GVE","tre200h0_INT","tre200h0_LUG","tre200h0_SIO","tre200h0_STG","tre200h0_ZER","ure200h0_ANT","ure200h0_BAS","ure200h0_DAV","ure200h0_DOL","ure200h0_GVE","ure200h0_INT","ure200h0_LUG","ure200h0_SIO","ure200h0_STG","ure200h0_ZER","tre200h0","tre200h0_lag24h","target_tre200h0_plus12h","target_tre200h0_plus24h","target_tre200h0_plus48h","hour","season"
6.6,1.6,0.7,8.1,0.8,0.6,0.9,0.3,1.2,1,10.4,4.2,1.5,10.1,1.9,1.7,1.8,1,2.7,3.6,0,0,0,0,0,1,0,0,0,1,1016.9,1018.1,1018.9,1023.4,1019.6,861.9,979.4,845.2,835,969.3,950.9,987.7,962.5,928.4,840.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13.6,5.7,9.8,11.5,10.1,14.5,10.5,14.1,7.2,53.3,83.8,76.3,85.8,91.1,88.4,93.5,79.8,76.6,64.7,10.4,9.9,19.7,7.9,8.3,0,"Autumn"
3.3,1.9,5.3,8,2.4,0.9,3.3,0.4,0.9,4,7.8,3.8,7,11.8,5.7,1.5,8.3,0.8,1.6,7,0,0,0,0,1,2,0,0,0,3,998.3,999,998.2,993.9,997.5,834.4,959.7,817.4,810,949.4,929.4,958.1,940,907,812.3,1.1,0,0.4,0,0.1,0.1,1.5,0,0,0.2,0,0,0,0,0,0,0,0,0,0,-3.6,0.2,-4.9,-6.7,1,1.6,5.2,2.6,-0.5,-4.7,85.4,83.9,90.2,99.3,93.4,99.2,90.1,80,84.5,92.9,0.1,2.1,-0.7,0.8,-0.3,21,"Autumn"
1.3,1.8,0.7,6.8,0.7,1,1,0.6,1,1.1,3,3.9,1.7,8,3.3,2.2,1.9,1.7,2.8,2.1,13,46,49,82,60,13,55,20,44,14,1037.4,1038.6,1039.2,1031.3,1039.5,869,997.3,851.9,843.2,986.2,966.7,993.9,978.4,942.2,845.9,0,0,0,0,0,0,0,0,0,0,0,29,0,60,29,0,14,0,0,0,-13.7,0.3,-7.8,1.7,-2.7,-2.1,3,-2.9,0.8,-6.8,77.4,78.5,82.9,6.9,85.2,78.9,39.2,80.2,51.6,63.8,-3.4,1.4,0.6,-2.5,-1.6,8,"Winter"
1.2,2.3,0.5,5.5,1.6,2.7,2,1.2,2,0.9,2.9,3.4,1.8,7.4,3,5.2,4,4.9,3.5,1.6,0,0,0,0,0,4,0,0,0,3,1013.1,1014.1,1014.3,1013.4,1013.1,855.4,975.9,838.3,830.8,965.8,947,978.2,957,924.4,833.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,14.2,3.5,4.3,13.1,11.6,15.9,13.5,11.7,4.9,70.6,55,60.7,84.7,56.2,56.9,48,49.1,39.7,45.9,10.2,9.6,8.2,10.8,11.5,19,"Spring"
1.5,0.6,0.9,2.8,0.6,0.8,1.3,0.6,1,0.9,3.4,1.3,1.4,4.4,1.3,1.9,2.8,1.5,1.5,1.4,0,0,0,0,0,0,0,0,0,1,1019.5,1019.4,1019.8,1017,1019.5,861.6,982,845.2,837.4,971,952.6,982.2,963.2,930.3,840.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,13.9,7.2,10.5,14.3,13.8,19.6,14.8,13.8,8.9,95.4,84.8,83.9,70,83,79.4,83.3,68.7,80.5,71.4,11.5,9.6,27.5,15,16.6,3,"Summer"
0.9,0.7,0.8,2.4,0.6,0.9,0.8,1.1,0.8,0.8,2.4,1.8,1.5,3,1.7,2.6,2,2.1,2.2,1.3,0,1,1,0,0,4,1,0,3,3,1016.1,1016.9,1018.2,1017.5,1017.6,862.4,979.4,846,838.7,969.4,951.9,983,962.4,929.2,841.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,19.4,11.9,16.7,18.8,17.1,22.6,19.7,20.8,13.3,93.3,72.4,79.8,66.7,79,82.7,72.9,70.3,63.3,58.6,19.8,19.3,30.7,20.2,20,3,"Summer"
4.1,4.9,3.3,14.6,5.8,2.7,6,1.4,5,2,11.4,14.5,9,23.2,11.2,9,13.4,3.4,13.7,8.2,0,0,0,0,0,3,0,0,0,2,1007.2,1008.8,1007.2,1010.3,1009.2,855.4,971.4,839.2,829.3,961.9,942.5,976.6,954.4,920.1,834.5,11.6,0,0,0.7,0.5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,14,23.6,18.8,12.2,19.6,21.2,27.2,19.6,26.9,12.2,85.3,60.9,45.9,97.8,87.8,63.3,62.7,75.5,31.6,94.8,20.2,21.1,20.3,17.7,15.2,22,"Summer"
5.9,2,2.7,5.2,2.7,1.7,1.4,4.2,2.8,3,10,4.8,4.2,7.3,5.7,4.2,2.6,8.3,7.2,5.6,877,435,338,789,620,822,756,772,476,839,1020.3,1020.1,1020.1,1014.5,1018.7,857.2,982.5,840.7,833.1,971.5,952.1,979.2,962.4,929.5,835.6,0,0,0.1,0,0,0,0,0,0,0,60,16,0,44,47,60,60,60,18,55,4.5,11.9,2,1.3,13.2,11,14.9,14,8.8,5.2,79.5,65.2,90.6,87,49.9,69.7,77.7,59.9,73.5,65.2,10.9,11.9,9.2,11,10.3,9,"Spring"
4.8,2.3,5.2,4.5,3.6,2.7,4.1,8.5,2.1,3.2,11.1,5.3,8.8,8.4,6,5.2,9.2,12.3,5.6,7.5,504,614,444,785,603,551,578,609,493,426,1019.2,1018,1018.4,1012,1015.1,862.9,983.4,846.2,840.2,971.8,953.7,978.8,961.6,932.3,840.2,0,0,0,0,0,0,0,0,0,0,34,60,43,60,60,42,60,60,49,42,16,26.7,16.8,16,27,24.8,31.7,28,21.8,19.4,69.4,29.8,56.1,63,39.8,48.8,27.8,40.4,47.7,43.8,24.6,21.9,11.9,24.1,21.9,16,"Summer"
2.5,1.7,1.1,5.2,1.7,1.1,1,1.1,2.8,1.7,8,4.4,2.5,6.9,2.6,2.8,2.5,2.4,7.2,6,0,0,0,0,0,2,0,0,0,2,1032.6,1035.5,1034.8,1025.6,1035.4,865.4,993.6,847.9,842.8,983.7,963.4,988.4,975,938.4,844.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,6.9,-0.7,2.2,-0.8,1,3.7,-0.6,3.5,-2.2,51.9,74,50.3,89.4,86.6,74.9,50.9,72.6,74.4,59.2,3.6,-1.7,7.7,-2,0.9,0,"Winter"
0.9,2.9,1.1,8.8,1,1.4,1.3,1.5,2.3,1.1,2.4,6.2,2,10.5,1.9,3.9,2.8,2.7,6.4,1.7,0,0,0,0,0,2,0,0,0,2,1027.5,1029.5,1029.2,1029.1,1030.2,862.6,988.2,845.7,836.9,978.3,958.5,991.9,970.8,934.8,841.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.2,3.1,-6.3,-2.2,0.7,2.5,4.4,2.5,4.3,-4.4,87.1,92.1,73.8,84.1,92.6,92.5,79.5,80.4,70.7,59.1,1.9,6.2,7.2,3.1,6.3,2,"Winter"
1.6,4.3,1.2,8.4,0.9,0.9,1,1.8,4.9,0.9,4.3,9.5,2.2,10.8,1.6,1.7,1.7,3.4,12.1,3.5,0,1,0,0,1,2,2,0,0,2,1021.1,1024.7,1024.3,1019.1,1026.6,859.3,983.3,842.1,836.3,975,954.6,982.4,967.6,929.6,839.1,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,12.1,0.8,2.5,7.9,5,5.6,3.2,9,1.4,96.6,75.8,96.7,100,94.4,98.1,73.4,91.3,83.7,94,7.4,3,12.7,4.3,7.4,6,"Spring"
6.9,2.5,2.5,10.8,3.4,1.3,0.7,0.9,1.6,2.7,14.1,5.3,4.6,22.8,7.2,2.5,1.5,2.1,5.6,6.4,87,33,76,34,12,35,68,25,32,75,996.9,999.2,999.2,1004.4,1000.5,840.9,959,823.8,812.3,950.1,931.1,968.8,943.8,909.3,818.3,0,0.1,0,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5.7,0.1,-1.5,5.3,3.8,9.7,7,2,0.2,34.9,81.8,58.1,97.2,85.8,95.4,39.2,45.9,75.8,44.6,2.6,1.9,1.5,3.7,2.8,16,"Spring"
3.4,1.2,2.6,4.3,1.5,1.2,1.9,5.6,1.4,1.9,7.4,2.8,4.9,6.5,3.2,3.7,3.9,11.8,3,4.7,177,313,100,196,292,195,373,250,206,127,1019.6,1019.3,1018.7,1012.5,1016.7,861.5,982.9,845.1,838.7,972.2,953.1,978.5,962.3,931.3,840.3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,40,0,0,3,13,20.4,13.1,11.2,22.3,20.4,25.2,23.8,16.4,14.3,84.1,63.1,80.7,79.4,49.3,69.4,66.5,45.6,83.4,66.7,20.8,21.7,22.5,21.6,21.1,7,"Summer"
4.6,2.4,1.7,9.5,2.9,1.3,1.5,0.7,0.1,0.7,12.4,6.2,3.3,15.3,4.9,2.8,3.5,1.3,1.1,2,47,24,65,18,17,47,59,40,51,72,1007.8,1010,1009.1,1010.5,1011,844.2,969.1,828.1,819,959.7,939.4,973.9,952.3,916.2,823.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-2.7,1.9,-8,-4.9,1.6,0.3,3.5,0.3,-0.6,-5.5,52.9,83.4,78.2,85.9,80.3,89.7,51.5,78.6,80.5,67.7,-0.3,-1.5,4.9,4.5,2.4,7,"Autumn"
5.4,2.4,2.7,5.8,1.4,1.9,0.3,5.1,1.8,4.6,9.1,8.1,5,8.4,3.2,3.7,1,7.9,4.3,7,262,113,256,253,214,515,417,635,702,345,1014.7,1015,1014.4,1011.8,1012.2,855.7,977.6,839,832.5,967.4,948.2,977,957.5,925.7,834,0,4.8,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,10,42,0,8.8,15.7,8.3,7.7,18.2,16.3,17.6,21,15.7,10.2,71.1,79.1,71,86.2,55.3,64.1,73,37.8,54,64.7,17.1,17.9,10.7,12.4,14.1,11,"Spring"
8.1,1.2,1.7,12,3.3,1.1,0.7,0.7,1.7,1.3,13.3,3.2,2.6,18.4,5.8,2.4,1.8,1.7,3.4,2.5,0,1,2,0,1,3,2,1,1,3,1019.8,1021.4,1022.7,1027.4,1024.1,861.5,981.3,845.2,836.3,972.6,953.3,991,965.4,929.4,840.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,7,5.7,6.6,12.4,5.8,9.6,3.7,10.2,6.1,36.9,93.8,87.8,85.2,65.9,97.5,91.2,92.4,57.9,72.1,4.7,6.8,15.7,11.3,8.9,6,"Autumn"
1.6,1.9,0.4,10.2,3.1,0.6,0.8,0.5,1.9,1,2.6,5.9,1,14.8,7.5,2.7,1.8,1.3,4,3.1,0,0,0,0,0,4,0,0,0,3,990.7,993,991.9,990.4,993,828.5,952.4,811.3,804.2,943.5,923.2,954.2,935.1,899.7,807.3,0,0,0,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,-10.2,0.3,-10.1,-7.8,0.4,-0.6,1.3,-0.9,-0.9,-9.5,73.5,78.8,77.2,90,83.5,98.9,66.4,97.1,82.1,58.4,-0.2,0.5,0.2,-0.3,-1.5,23,"Winter"
5.2,3.8,4.6,12.7,1.6,3.7,1,2.5,4.4,4.4,15.5,8.1,14.1,20.2,3.7,8.6,2.7,5.1,10.6,9.1,0,0,0,0,0,2,0,0,0,3,1008.3,1011.1,1008.9,1005.9,1008.7,843,969.8,824.7,820.7,961.3,939.9,969.6,950.7,914.9,821.5,0.4,0,0.3,0.6,0,2,0,0.1,2.3,0.3,0,0,0,0,0,0,0,0,0,0,-0.6,4,-0.7,-5.1,3.5,3.4,4.4,3.2,0.6,-1.7,80.6,83.8,91,99.4,87.6,91.5,60.1,88.9,95.3,94.1,3,0.8,1.6,0.2,0.3,22,"Winter"
8,0.9,1.5,9.6,6.2,0.9,1.1,1.1,0.8,0.5,12.9,3,2.8,14.7,11,2.7,2.7,2.8,2.7,1.3,0,0,0,0,0,4,0,0,0,3,1010.4,1012.2,1011.9,1018.1,1013.8,853.5,972.5,836.4,827.1,963.8,943.6,982.1,956.5,921,831.9,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,8.3,2.3,4.1,12.3,6.9,10.6,8,10.5,3.5,61.9,81.9,72.3,98.2,77.9,80.7,81.1,77.4,52.6,54.1,9.5,0.5,9,7.5,2.9,23,"Autumn"
4.5,0.8,3.4,4.6,2.2,0.4,0.6,0.5,0.1,0.5,9.4,1.7,5.2,8.2,4.1,1.4,1.9,1.1,0.5,0.8,0,0,0,0,0,4,0,0,0,3,1003.9,1002.9,1003.5,998,1002.3,839.4,965.6,822.3,814.7,953.3,934.5,962,944.8,912,817.6,0.1,0,0,0,0,0.1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,-3.1,3.9,-4.3,-6.6,2,1.9,5.4,3.8,0.1,-5.1,86.3,80.4,92.3,97.1,72.3,95.1,91.4,85.3,98.8,87.1,0.7,2.2,5.7,0.8,-0.8,1,"Spring"
1.1,1.9,2.1,15.9,5.6,1.5,1.4,1,1.5,1.2,2.8,3.8,5.2,22,9.2,3.9,4.1,2.7,3.4,3.4,794,526,467,654,647,599,615,706,456,688,1024.9,1023,1022.6,1024.3,1020.6,860.5,986.7,843.9,833.8,973.9,954.5,988.2,964,933.6,837.8,0,0,0,0,0,0,0,0,0,0,35,47,0,60,60,48,60,60,41,60,4.3,10.1,7.3,2,11,10.5,11.4,13.7,6.1,8.9,52.8,57.2,35.1,68.1,52.3,58,58.5,32.6,66.7,22.9,10.7,11.4,2.4,11.1,13.1,11,"Spring"
7.3,1.3,0.9,7.8,1.3,2.1,1,1.5,1.2,1,13.4,2.1,2.4,10.4,2.1,4,2.7,3.3,2.6,2.7,0,0,0,1,2,4,1,1,0,4,1025.9,1026.3,1026,1029.1,1026,863.5,986.8,846.4,836.1,976,955.8,992.8,967.4,933.1,841.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,4.3,0.7,6.6,4.9,3.3,11,4.9,3.4,5.3,43.1,83.8,76.7,31.1,78.1,83.7,69.8,61.5,86,53.9,3.2,6.6,-0.8,4,5.9,17,"Autumn"
1.2,1.9,1.9,19.3,4.9,0.7,1.5,1.7,2.8,1.1,2.8,3.9,2.8,24.1,8.8,2.1,4.3,2.5,6,1.8,0,0,0,0,0,4,0,0,0,3,1026.1,1023,1023.7,1020.8,1022.5,857.8,986.8,840.6,830.1,972.8,953.8,984.4,964,931.7,835.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4,2.9,-3,-4.5,5.4,3.7,8.4,4.9,1.6,-5.2,76.5,78.8,94.6,97.2,73.5,99.6,79.1,68.4,91.6,65.8,3.8,3.9,4.7,3,-2.2,1,"Spring"
1,2.1,1.2,7.4,0.7,1.8,0.8,2.3,1.9,1,2.9,4.2,2.1,9.8,1.8,3.5,1.8,4,4.9,1.8,0,0,0,0,1,2,0,0,0,1,1020.4,1022.2,1021.9,1021.4,1022.8,856.9,981.5,839.3,831.7,971.8,951.9,984.6,964,928.4,835.7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,4.2,-1.6,-0.6,3.5,3.2,5.4,3.2,4.9,-2.5,79.4,88.8,74,95.8,93.3,87,69.6,69.9,69.1,64.8,2.6,-1.5,0.1,6.5,4.2,20,"Winter"
0.5,3.6,0.8,1.6,1.1,0.6,0.4,1.7,0,0.9,1.5,7.9,1.3,2.6,2.3,1.5,1.2,4.1,0.9,1.4,25,220,284,270,62,113,174,36,230,59,1028.9,1030.5,1030.9,1030.7,1032.1,863.5,989.2,845.9,838,979.3,959.2,NA,971.6,935.2,841.6,0,0,0,0,0,0,0,0,0,0,0,52,60,60,0,25,10,0,29,8,-8.1,0.9,-4.2,3.9,2,-1.6,7.2,-2.2,-3.6,-4.1,73.7,84.1,55,52.5,88.7,84.2,74.9,77.9,98.9,52.9,-1.9,-0.1,-1.2,-1.7,-4.1,9,"Winter"
0.6,2.5,0.1,5,0.6,2.4,1.9,0.7,0.9,1.2,1.5,6.1,0.5,6.9,1.3,4.2,3.3,1.8,2.1,2,0,0,0,0,1,4,0,0,0,3,1038.1,1040.3,1039.5,1036.1,1041.7,869.3,997.5,852.2,844.8,987.6,967.4,998.1,979.6,941.2,848.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.4,-2.9,-3.5,4.6,-4.2,-0.7,0.5,-7,-5.7,-2.2,89.4,88,93.2,57.2,89.4,89,73.9,93.8,98.3,74.7,-7.8,-5.6,0.5,-0.7,8.8,0,"Winter"
2.9,2.3,1.7,7.8,4.3,1.1,7.9,0.8,4,1.1,7.2,5.6,5.9,10.5,7.3,2.6,17,2.2,9.1,2.3,494,169,74,388,327,206,348,309,203,330,1016.4,1018.5,1018.7,1012,1017.9,853.6,978.5,836.5,830.4,969.6,950,976.2,960.7,925.5,832.8,0,0.7,1.3,0.5,0,0,0.9,0.3,0.7,0.1,0,0,0,0,0,0,3,0,0,0,1.6,10.8,0.6,0.3,11.3,6.7,10.2,9.8,5.8,0.3,86.7,81.1,93.8,99.8,69.7,100,83.9,75.5,88.6,93.6,8.6,23.1,6.8,12.4,18.2,13,"Spring"
6.2,5,5.7,11.6,3,2.9,8.1,3.6,5,1.5,13.7,11.1,13.4,18.7,8.9,9.4,15.5,7.4,10.5,9.1,117,110,116,313,296,60,578,160,67,191,1024.3,1027.6,1025.9,1015.3,1025.1,856.7,985.7,838.6,835.3,977.6,956.2,979.9,966.9,929.9,834.3,0.2,0,0.7,0.7,0.1,0.7,0,0,0,0,0,0,0,0,16,0,60,0,0,0,-2,7.4,-2.6,-3.5,6.7,5.1,14.6,6.6,2.6,0.1,85.1,68.6,86,96.8,69.7,68,26.7,73.5,82.6,46.4,6.4,16.3,4.9,9.5,8.2,11,"Autumn"
0.8,0.3,1.1,4.8,0.5,1.5,1.3,1.2,0.8,1.1,2.9,1.4,1.9,7.3,3.5,3.3,3,2.3,2.9,2,0,0,0,0,0,1,0,0,0,1,1017.2,1017.1,1019,1015.5,1018.3,850.2,977.9,832.4,824,966.3,947.2,978.3,958.9,923.1,828.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.6,0.6,-10.4,-8.7,-0.3,-4.8,0.3,-0.7,-2.3,-12.5,83.5,90.7,86.9,90.7,88.6,90.5,85.2,69.8,86.3,68.5,-1.4,-1.8,1.1,-1.5,-7.1,3,"Winter"
3.9,1.6,4.9,4.7,7.2,3.4,3.4,3.6,1.2,3.5,6.9,4.6,7.3,7.8,10.4,5.7,8.4,7.3,3.1,6.7,811,462,801,418,683,508,740,610,652,932,1023.2,1021.2,1022.2,1016,1018.2,854.6,984.4,836.8,829.5,971.3,951.9,980.2,960.6,929.5,830.9,0,0,0,0,0,0,0,0,0,0,35,23,60,5,52,19,58,23,42,60,-4.3,5.3,-4.4,-6.9,5.9,2.1,11.5,7.6,-0.2,-1.5,72.6,51.8,65.3,89.1,47.5,67.6,18.4,38.5,68.2,39.9,2.7,4,-0.8,4.4,2.7,13,"Spring"
1.7,4.4,1.1,22.8,5.8,4,1.2,2,5.1,3.5,3.9,8.7,3.5,33.9,10.5,11.3,3.4,5.8,12.7,7.5,0,0,0,0,0,1,0,0,0,2,1003.6,1008.6,1003.8,1005.1,1005.4,841.7,965.7,825.4,819.5,959.8,936.5,968.9,948.5,912.9,821.1,0.1,0,0,0.4,1.9,0.4,0,0.1,1.3,0,0,0,0,0,0,0,0,0,0,0,1.3,6.5,0.2,0.2,8.4,8.7,5.2,7.7,2.7,0.2,74.5,85.6,75.6,100,91.1,67.2,73.4,75.8,90.9,85.6,7.2,2.8,2.9,1.8,5.2,18,"Winter"
5.2,1.6,1.8,2.3,4.4,2.3,1,7.3,2.4,1.9,8,4.5,4.9,5.5,8,4.3,3.6,11,5.7,4.6,220,343,111,76,275,249,120,262,135,144,1015.6,1014.8,1014.9,1016.8,1011.8,859,979.5,842.5,835,968,949.7,982,957.9,928.6,837.2,0,0,0,0,0,0,0,0,0,0,3,53,4,0,46,31,0,40,1,0,13.7,24.3,15,10.4,22.3,21,20,24.5,19.3,15.1,75.9,45.7,42.7,88.1,50.7,57.4,68.4,43,60.2,35.8,21.2,16.6,11.3,21.8,18,17,"Spring"
6,1.8,1.9,7.7,1.1,3.6,0.9,4.1,4.8,3.8,11.4,5.7,4.7,11.5,2.1,8.4,3,10.7,9.2,11.7,6,16,12,17,13,10,15,15,12,6,1010,1010.9,1011.3,1018.5,1012.6,858.8,973.8,841.4,830.8,963.6,945.6,983.5,957.9,924.2,836.6,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,6,11,0,10.5,21.7,11.8,11.2,17.8,18,18.6,20.6,19.4,11.4,48.3,43.4,39.3,47.5,70.2,37.2,66,29.3,26,40,16.7,18.1,5.8,15.4,15.6,17,"Autumn"
6,3.3,1.4,12.1,4.6,1.6,1.2,1.5,4.2,0.9,9.4,9.3,2.7,18.4,8.3,3.9,3,4.1,6.4,2.4,0,0,0,0,0,2,0,0,0,2,1006.9,1009.9,1010.4,1014.2,1013.4,849.3,969.5,832.2,823.1,960.9,941.2,977.8,955.1,917.7,828.9,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,11,-0.2,0.8,7.9,3.3,6.2,2.7,6.8,-1.8,68.7,62.5,89.8,97.1,81.4,90.2,97,92.6,59.6,84.7,5,0.8,8.2,5.7,0.5,23,"Autumn"
2.4,1,1.3,10.6,5.5,1.4,0.9,2.6,1.9,1,8,2.3,2.8,14.5,8.5,2.7,2.5,4.4,5.6,2.6,310,85,335,167,203,346,81,341,77,372,998.6,1000,999.7,1002.5,1001.3,837.4,960.8,821.1,813.4,951.4,931.5,966.3,943.8,908.4,817.2,0,0.1,0,0.1,0,0,0,0,0,0,47,0,36,3,22,60,0,59,0,16,-2.3,6,-1.8,-2.7,7.9,3.8,4.1,3.5,4.1,-1.8,72.3,88.8,74.2,94.9,72.2,89.8,83.3,87.8,70,79.6,6.9,7.1,2.8,5.4,0.9,11,"Winter"
0.9,0.7,0.8,1.3,0.7,0.7,1.4,0.5,1.3,1,2.2,1.8,1.2,2.1,2.9,1.9,3.3,1.2,2.1,1.7,0,0,0,0,0,0,0,0,0,1,1019.5,1019.2,1020.7,1018.7,1020.5,862,982.2,845.5,837.4,970.8,953,983.3,963.9,930.8,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,15.6,6.6,11.5,13.8,12,15.9,13.3,16.8,7.8,96.2,90.2,80.1,78.7,88.9,86.6,80.2,81.7,75.1,73.3,12.7,9.9,26.9,14.2,16.1,4,"Summer"
5.7,3.4,0.4,5,1.4,1.5,0.6,1.2,0.2,1.2,8.5,8,1.1,7.1,2.6,2.5,1.5,3.6,1.8,1.7,21,66,70,123,11,9,42,24,24,16,1026.1,1027,1027.8,1030.4,1028.3,865.7,987.8,849.3,839.4,977.2,958.1,994,969.6,935.3,844.9,0,0,0,0,0,0,0,0,0,0,0,0,16,60,0,0,0,0,0,0,8.6,9.9,2.2,11.2,9.2,5.8,10.6,5.2,6.5,3.6,45.1,84.3,81.4,53.7,94.1,100,92.3,90.4,100,58.1,7.7,6.4,9,5.4,4.1,7,"Autumn"
1.3,1.5,2,4.5,5.1,2.6,2.1,3.7,8.6,0.9,6.2,3.2,4.2,7.7,8.6,7.7,7.4,10.9,20.6,2.3,294,151,42,559,392,25,179,6,139,158,1012.8,1013,1017.3,1015.3,1017.8,864.2,978,850.2,839.4,968,952.7,981.8,963.4,929,843.6,0,0,0.4,0,0,0,0,0.6,0,0,18,0,0,60,45,0,10,0,15,0,17.4,32.8,13.3,22.5,33.8,24.1,30.4,23.6,24.2,18.8,69.8,32.3,90.3,51,32.3,64.1,46.4,69.4,40.2,60.6,28,33.3,19.3,27.8,29,16,"Summer"
1.3,0.7,1.8,4.3,1.3,1.2,0.6,0.6,0.5,0.1,3.4,1.9,2.8,7.5,2.1,5.2,2.7,2.5,1.3,0.7,0,0,0,0,0,2,0,0,0,1,1012.8,1014.1,1012,1011.3,1013.2,853.6,975.6,837.4,830.7,966,945.3,976.2,957.3,923.6,833,0,0,0.2,7,2.7,1.4,1.1,0.8,0,0.4,0,0,0,0,0,0,0,0,0,0,9.6,14.7,9,6.1,14.1,14,16,14.5,12.4,7.4,93.7,95,95.7,96.7,96.8,96.1,97,92.6,97,96,14.2,13,15.4,11.1,11.7,2,"Summer"
1.1,1.3,0.9,9.9,0.9,0.4,1,0.9,0.8,1.1,2.6,3.8,1.6,14.4,1.8,1.5,2,1.7,1.3,1.9,0,0,0,0,1,4,0,0,0,3,1016.6,1018.3,1018.2,1018.5,1018.8,861.8,979.6,845.5,838,970.2,951.6,983.7,963,929.1,841.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,17.2,8.5,14.7,16.5,15.8,20.2,16.6,16.1,11,89.1,56.8,56.1,69,67,73.4,69.1,68.7,61.8,53.8,13.6,10.7,30.8,15,18.4,2,"Summer"
0.8,1.1,1.3,11.7,0.7,0,1.6,2,3.4,1.1,2.1,3.6,2.3,16.2,2.6,0,3.2,8.2,5.7,2.4,11,43,16,29,15,15,19,17,40,10,1017,1018,1018.5,1019.6,1019.8,863.3,980.1,847,837.6,969.9,951.9,984.5,963.8,929.7,842.3,0,0,0,0,0,0,0,0,0,0,0,10,0,30,0,0,2,4,26,0,4.5,18.4,10.1,14.7,16.3,15.9,18.3,16.1,21,10.3,80.9,68.4,76.9,50.9,83.5,82.8,67.6,62.8,51.9,67.7,18.1,18.4,27.6,18.2,14,5,"Summer"
